UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
070061163044,07006116304,2204716,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS APPLE CINNAMON,5.500,OZ,8,22.960,4.19,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,13.25,12.000,3.950
070061163051,07006116305,2204717,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS CHEDDAR & SOUR CRM,5.500,OZ,8,22.960,4.19,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,13.25,12.000,3.950
070061163075,07006116307,2204718,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS WHITE CHEDDAR,5.500,OZ,8,22.960,4.19,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,13.25,12.000,3.950
070061163204,07006116320,2204719,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS PIZZA,5.500,OZ,8,22.960,4.19,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000015,13.25,12.000,3.950
070061163365,07006116336,2204720,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS APPLE CINNAMON,12.00,OZ,6,30.240,7.29,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000017,12.30,15.000,6.000
070061163389,07006116338,2204721,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS CHEDDAR & SOUR CRM,12.00,OZ,6,30.240,7.29,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000017,12.30,15.000,6.000
070061163402,07006116340,2204722,,MUNCH RIGHTS,MUNCH RIGHTS PUFFS PIZZA,12.00,OZ,6,30.240,7.29,Specialty Groce,CHIPS & PRETZEL,PUFFED SNACKS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000017,12.30,15.000,6.000
850011118849,85001111884,2204737,,NUNBELIEVABLE,NUNBELIEVABLE COOKIES PECAN SANDY,2.260,OZ,6,21.660,5.19,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000008,6.00,8.000,1.200
850011118870,85001111887,2204738,,NUNBELIEVABLE,NUNBELIEVABLE COOKIES DBL CHOCOLATE,2.260,OZ,6,21.660,5.19,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000008,6.00,8.000,1.200
850011118931,85001111893,2204743,,NUNBELIEVABLE,NUNBELIEVABLE COOKIES SNICKERDOODLE,2.260,OZ,6,21.660,5.19,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000008,6.00,8.000,1.200
850019179750,85001917975,2204805,,RECESS,RECESS WATER SPRK LIME CITRUS,12.00,FO,12,23.880,2.89,Natural Grocery,ENERGY DRINKS,NEW AGE BEVERAGE NON,ENERGY DRINKS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.12,5.000,10.550
850019179767,85001917976,2204807,,RECESS,RECESS WATER SPRK GRPFRT TNGRN,12.00,FO,12,23.880,2.89,Natural Grocery,ENERGY DRINKS,NEW AGE BEVERAGE NON,ENERGY DRINKS,NATURAL GROCERY,100,ACTIVE,0000011,8.12,5.000,10.550
860007843051,86000784305,2204838,,HAKUBAKU,HAKUBAKU RAMEN MISO JAPAN,3.880,OZ,12,28.680,3.49,Specialty Groce,SS SOUP CHILI B,AUTHENTIC,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000012,6.30,6.200,3.600
860007843068,86000784306,2204839,,HAKUBAKU,HAKUBAKU RAMEN JAPAN SHIO,3.880,OZ,12,28.680,3.49,Specialty Groce,SS SOUP CHILI B,AUTHENTIC,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000012,6.30,6.200,3.600
860007843044,86000784304,2204841,,HAKUBAKU,HAKUBAKU RAMEN SHOYU JAPAN,3.880,OZ,12,28.680,3.49,Specialty Groce,SS SOUP CHILI B,AUTHENTIC,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000012,6.30,6.200,3.600
850014104009,85001410400,2204856,,LOUISIANA PEPPE,LOUISIANA PEPPER EXCHANGE PUREE PEPPER CAYENN,4.000,OZ,12,30.240,3.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,2.500,5.800
193937000790,19393700079,2204857,,ASHA,ASHA TEA BBL MLK W BOBA BRWN,15.52,OZ,6,90.540,21.59,Specialty Groce,TEA,AUTHENTIC,TEA,SPECIALTY GROCERY,100,ACTIVE,0000031,16.54,7.480,31.130
850014104016,85001410401,2204858,,LOUISIANA PEPPE,LOUISIANA PEPPER EXCHANGE PUREE PEPPER GREEN,4.000,OZ,12,30.240,3.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,2.500,5.800
850014104030,85001410403,2204898,,LOUISIANA PEPPE,LOUISIANA PEPPER EXCHANGE PUREE PEPPER ORANGE,4.000,OZ,12,30.240,3.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,2.500,5.800
850014104023,85001410402,2204900,,LOUISIANA PEPPE,LOUISIANA PEPPER EXCHANGE PUREE PEPPER CHIPOT,4.000,OZ,12,30.240,3.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.50,2.500,5.800
860008802231,86000880223,2204902,,GOSHEN COFFEE R,GOSHEN COFFEE ROASTERS COFFEE WB BRGHT EYD BF,12.00,OZ,6,66.480,15.89,Natural Grocery,COFFEE COCOA CI,COFFEE WHOLE BEAN,COFFEE & HOT CHOCOLATE,NATURAL GROCERY,100,ACTIVE,0000008,8.00,8.000,5.000
070351000011,07035100001,2204927,,KENTUCKY KERNAL,KENTUCKY KERNAL ONION RING MIX KENTKY,9.000,OZ,6,13.680,3.29,Specialty Groce,SPICES SEASONIN,FISH FRY COATINGS,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,5.25,8.000,4.380
078522046448,07852204644,2204954,,JASON,JASON TOOTHPASTE CNNMN FLRD FR,4.200,OZ,1,4.990,7.19,Health Body Car,ORAL CARE,TOOTHPASTE & TOOTHPO,ORAL CARE,HEALTH BODY CARE,100,ACTIVE,0000009,5.44,7.940,3.150
860007039867,86000703986,2204957,,GOSHEN COFFEE R,GOSHEN COFFEE ROASTERS COFFEE WB MED BONA FID,12.00,OZ,6,66.480,15.89,Natural Grocery,COFFEE COCOA CI,COFFEE WHOLE BEAN,COFFEE & HOT CHOCOLATE,NATURAL GROCERY,100,ACTIVE,0000008,8.00,8.000,5.000
860008802248,86000880224,2204968,,GOSHEN COFFEE R,GOSHEN COFFEE ROASTERS COFFEE WB DRK BLACK DO,12.00,OZ,6,66.480,15.89,Natural Grocery,COFFEE COCOA CI,COFFEE WHOLE BEAN,COFFEE & HOT CHOCOLATE,NATURAL GROCERY,100,ACTIVE,0000008,8.00,8.000,5.000
854124007663,85412400766,2205010,,ETHANS,ETHANS SHOT ENERGY PINAPPLE 2PK,4.000,FO,1,5.200,7.49,NUTRITIONAL WEL,PERFORMANCE NUT,OTHER SHOTS,PERFORMANCE NUTRITION,NUTRITIONAL WELLNESS,100,MANUFACTURER_TEMP_OUT,0000009,13.00,4.400,11.000
854124007687,85412400768,2205012,,ETHANS,ETHANS SHOT ENRGY PMG BLBRY 2PK,4.000,FO,1,5.200,7.49,NUTRITIONAL WEL,PERFORMANCE NUT,OTHER SHOTS,PERFORMANCE NUTRITION,NUTRITIONAL WELLNESS,100,MANUFACTURER_TEMP_OUT,0000009,13.00,4.400,11.000
860005984404,86000598440,2205058,,CHEFS LIFE,CHEFS LIFE OIL OLIVE PREMIUM COOKNG,16.90,FO,12,102.480,12.29,Natural Grocery,OILS,OLIVE OILS,OILS & VINEGARS,NATURAL GROCERY,100,ACTIVE,0000008,10.75,11.500,21.000
860005984428,86000598442,2205060,,CHEFS LIFE,CHEFS LIFE OIL OLIVE PREMIUM FNSHNG,16.90,FO,12,102.480,12.29,Natural Grocery,OILS,OLIVE OILS,OILS & VINEGARS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,10.75,11.500,21.000
854401004026,85440100402,2205110,,MI NINA,MI NINA CHPS TRTL SPCY CHPTL LIM,12.00,OZ,9,38.610,6.19,Specialty Groce,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000021,12.37,13.500,8.250
854401004040,85440100404,2205115,,MI NINA,MI NINA CHIPS TRTLLA CINN CHURRO,12.00,OZ,9,38.610,6.19,Specialty Groce,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000021,12.37,13.500,8.250
070670005308,07067000530,2205142,,REESE,REESE ARTICHOKE HRTS MARINATED,24.00,OZ,12,62.760,7.49,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,9.84,7.480,27.560
039156006000,03915600600,2205180,,LOUISIANA FISH,LOUISIANA FISH FRY MIX FRIED CHCKN KETO SEASO,5.000,OZ,6,15.540,3.79,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,4.94,7.190,2.510
078522046479,07852204647,2205192,,JASON,JASON TOOTHPASTE PRMNT FLRD FR,4.200,OZ,1,4.990,7.19,HEALTH BODY CAR,ORAL CARE,TOOTHPASTE & TOOTHPO,ORAL CARE,HEALTH BODY CARE,100,ACTIVE,0000009,5.44,7.940,3.150
078522046455,07852204645,2205193,,JASON,JASON TOOTHPASTE SPRMT FLRD FR,4.200,OZ,1,4.990,7.19,HEALTH BODY CAR,ORAL CARE,TOOTHPASTE & TOOTHPO,ORAL CARE,HEALTH BODY CARE,100,ACTIVE,0000009,5.44,7.940,3.150
849429001799,84942900179,2205203,,ZEVIA,ZEVIA Soda Zero Crmy Rt Br 6Pk,72.00,FO,4,21.280,7.69,Natural Grocery,MAINSTREAM SODA,DIET,MAINSTREAM SODA,NATURAL GROCERY,100,ACTIVE,0000015,10.75,4.870,19.900
041953003229,04195300322,2205214,,LAVAZZA,LAVAZZA COFFEE CB ORG DBL SHOT,8.000,FO,12,34.200,4.09,Natural Grocery,RTD COFFEE NON,NON FUNCTIONAL,RTD COFFEE NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.62,5.400,6.900
856885201045,85688520104,2205222,,SOUTH OF FRANCE,SOUTH OF FRANCE CREAM HB SHEA BTTR,8.000,FO,1,6.010,8.59,Health Body Car,SKIN CARE,BODY LOTIONS & MOIST,SKIN CARE,HEALTH BODY CARE,100,ACTIVE,0000006,4.50,8.750,3.700
856885201069,85688520106,2205227,,SOUTH OF FRANCE,SOUTH OF FRANCE CREAM HB LEMON VERBENA,8.000,FO,1,6.010,8.59,Health Body Car,SKIN CARE,BODY LOTIONS & MOIST,SKIN CARE,HEALTH BODY CARE,100,ACTIVE,0000006,4.50,8.750,3.700
856885201052,85688520105,2205230,,SOUTH OF FRANCE,SOUTH OF FRANCE CREAM HB ORNG BLSM HONEY,8.000,FO,1,6.010,8.59,Health Body Car,SKIN CARE,BODY LOTIONS & MOIST,SKIN CARE,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000006,4.50,8.750,3.700
041953003236,04195300323,2205233,,LAVAZZA,LAVAZZA COFFEE CB ORG CAPPUCCINO,8.000,FO,12,34.200,4.09,Natural Grocery,RTD COFFEE NON,NON FUNCTIONAL,RTD COFFEE NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.62,5.400,6.900
025616102504,02561610250,2205250,,MR BROWN,MR BROWN COFFEE ICED RTD,8.120,FO,24,39.120,2.39,Specialty Groce,CELEBRATION BEV,AUTHENTIC,RTD BEV BEVERAGE ENHANCERS,SPECIALTY GROCERY,100,ACTIVE,0000010,15.88,3.750,16.000
011152814407,01115281440,2205254,,DYNASTY,DYNASTY SAUCE CHILI SRIRACHA,20.00,FO,12,63.600,7.59,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.69,9.380,16.600
041953003243,04195300324,2205261,,LAVAZZA,LAVAZZA COFFEE CB ORG CLASSICO,8.000,FO,12,34.200,4.09,Natural Grocery,RTD COFFEE NON,NON FUNCTIONAL,RTD COFFEE NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.62,5.400,6.900
041953003250,04195300325,2205262,,LAVAZZA,LAVAZZA COFFEE CB ORG NITRO,7.000,FO,12,34.200,4.09,Natural Grocery,RTD COFFEE NON,NON FUNCTIONAL,RTD COFFEE NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,6.62,5.400,6.120
814026004139,81402600413,2205286,,FOOD FOR THOUGH,FOOD FOR THOUGHT PRESERVES PEAR ORG,9.000,OZ,6,35.040,8.39,Specialty Groce,FRUIT SPREADS,OTHER FRUIT SPREADS,JAMS JELLIES PRESERVES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.00,4.000,5.900
788709630031,78870963003,2205288,,FERRIS EB,FERRIS EB GINGER CRYSTALIZD SLICES,6.000,OZ,12,22.440,1.87,Bulk,SNACKS,PACKAGED SNACKS,BULK SNACKS,BULK,100,ACTIVE,0000011,10.00,4.500,6.000
070303021095,07030302109,2205289,,SEASONS,SEASONS MACKEREL GRLLD OLV OIL,9.170,OZ,12,87.960,10.49,Specialty Groce,SS MEAT POULTRY,SS SEAFOOD,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,ACTIVE,0000009,12.80,4.700,12.400
023278526010,02327852601,2205382,,SONOMA CREAMERY,SONOMA CREAMERY CRISPS PIZZA PEPPERONI,2.000,OZ,6,19.440,4.69,Specialty Groce,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.31,8.380,1.350
023278526027,02327852602,2205383,,SONOMA CREAMERY,SONOMA CREAMERY CRISPS PIZZA TOMATO BASL,2.000,OZ,6,19.440,4.69,Specialty Groce,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.31,8.380,1.350
023278526034,02327852603,2205384,,SONOMA CREAMERY,SONOMA CREAMERY CRISPS PZZA VGGIE SUPRME,2.000,OZ,6,19.440,4.69,Specialty Groce,CRACKERS CRISPB,CRSPBRDS WAFERS CRCK,CRACKERS CRISPBREADS CHIPS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.31,8.380,1.350
071072803530,07107280353,2205417,,ALESSI,ALESSI PASTA CACIO E PEPE,6.350,OZ,6,14.640,3.49,Specialty Groce,ITALIAN,ENTREE PREPARED DISH,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,8.250,2.750
071072803547,07107280354,2205418,,ALESSI,ALESSI PASTA PORCINI E FORMAGGI,6.350,OZ,6,14.640,3.49,Specialty Groce,ITALIAN,ENTREE PREPARED DISH,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,8.250,2.750
071072803554,07107280355,2205419,,ALESSI,ALESSI PASTA BRCCOLI E FORMAGGI,6.350,OZ,6,14.640,3.49,Specialty Groce,ITALIAN,ENTREE PREPARED DISH,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,8.250,2.750
697521568524,69752156852,2205455,,SAULPAULS CHANG,SAULPAULS CHANGE WATER WATER ELECTROLYTE,20.00,FO,12,12.120,1.49,Natural Grocery,NON CARBONATED,ENHANCED SINGLE SERV,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000016,10.00,10.000,34.200
850035280140,85003528014,2205494,,SUPPLANT,SUPPLANT Shortbread Plain,4.020,OZ,12,32.760,3.99,Specialty Groce,COOKIES,SHORTBREAD LADY FING,COOKIES (PER),SPECIALTY GROCERY,100,ACTIVE,0000008,8.38,4.630,3.500
850035280157,85003528015,2205498,,SUPPLANT,SUPPLANT Shortbread Chocolate,4.020,OZ,12,32.760,3.99,Specialty Groce,COOKIES,SHORTBREAD LADY FING,COOKIES (PER),SPECIALTY GROCERY,100,ACTIVE,0000008,8.38,4.630,3.500
055653112006,05565311200,2205502,,DARE,DARE COOKIE SNCKRDOODLE CRMES,10.20,OZ,12,32.640,3.89,Specialty Groce,COOKIES DESSERT,PACKAGED COOKIES,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000015,10.63,8.930,9.940
819597014587,81959701458,2205594,,ENJOY LIFE,ENJOY LIFE BAR BRKFST OVAL DRK CHOC,8.800,OZ,6,26.820,6.39,Natural Grocery,BREAKFAST BARS,BREAKFAST BARS/TOAST,BREAKFAST BARS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,6.25,11.810,4.220
810029134804,81002913480,2205626,,WORLD CENTRIC,WORLD CENTRIC BOWL COMPS CELEB 11.5 OZ,20.00,PC,12,41.880,4.99,General Merchan,PAPER PLASTIC P,DISPOSABLE TABLEWARE,PAPER PLASTIC PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000020,12.50,7.000,6.450
810029134798,81002913479,2205631,,WORLD CENTRIC,WORLD CENTRIC PLATE COMPSTB CELEB 6 IN,20.00,PC,12,30.720,3.69,General Merchan,PAPER PLASTIC P,DISPOSABLE TABLEWARE,PAPER PLASTIC PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000013,11.20,14.170,20.930
816897023424,81689702342,2205660,,FOUR SIGMATIC,FOUR SIGMATIC PROTEIN POWDER VANILLA,14.10,OZ,1,19.620,28.09,Vitamins,MEAL REPLACEMEN,OTHER PROTEIN POWDER,NUTRITIONALS-PROTEINS SUPERFDS,NUTRITIONAL WELLNESS,100,ACTIVE,0000012,8.25,7.620,5.290
850032945233,85003294523,2205661,,ZYN,ZYN WATER FUNCT MANGO LYCHEE,12.00,FO,6,11.400,2.79,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000006,4.52,6.220,4.650
816897023448,81689702344,2205663,,FOUR SIGMATIC,FOUR SIGMATIC PROTEIN POWDER CACAO,14.10,OZ,1,19.620,28.09,Vitamins,MEAL REPLACEMEN,OTHER PROTEIN POWDER,NUTRITIONALS-PROTEINS SUPERFDS,NUTRITIONAL WELLNESS,100,ACTIVE,0000012,8.25,7.620,5.290
850031882157,85003188215,2205680,,TATEMADA,TATEMADA TOTOPOS MAIZ OVEN BAKED,250.0,GM,6,27.060,6.49,Specialty Groce,CHIPS & PRETZEL,CORN & TORTILLA CHIP,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000010,12.56,9.250,4.120
860005389360,86000538936,2205705,,TASTELLI,TASTELLI BERRY JELLY DOUBLE,5.070,FO,10,17.600,2.59,Specialty Groce,SS FRUIT & VEG,CANNED VEGETABLES,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000011,16.50,9.000,16.000
810029134781,81002913478,2205708,,WORLD CENTRIC,WORLD CENTRIC PLATE COMPSTB CELEB 9 IN,20.00,PC,12,70.080,8.39,General Merchan,PAPER PLASTIC P,DISPOSABLE TABLEWARE,PAPER PLASTIC PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000017,9.50,9.750,10.650
810039910719,81003991071,2205736,,GOMACRO,GOMACRO BAR CHOCOLATE CHIP MINT,2.300,OZ,12,29.520,3.59,Natural Grocery,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,NATURAL GROCERY,100,ACTIVE,0000016,12.50,8.500,25.950
725342132164,72534213216,2205740,,MUIR GLEN,MUIR GLEN SAUCE PASTA TOMATO BASIL,23.50,OZ,12,39.000,4.69,Natural Grocery,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,6.500,34.500
725342132171,72534213217,2205742,,MUIR GLEN,MUIR GLEN SAUCE TOMATO HERB CHUNKY,23.50,OZ,12,39.000,4.69,Natural Grocery,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,10.50,6.500,34.500
725342132218,72534213221,2205743,,MUIR GLEN,MUIR GLEN SAUCE PORTABELLA MUSHRM,23.50,OZ,12,39.000,4.69,Natural Grocery,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,10.50,6.500,34.500
725342132249,72534213224,2205745,,MUIR GLEN,MUIR GLEN SAUCE PASTA ITALIAN HERB,23.50,OZ,12,39.000,4.69,Natural Grocery,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,6.500,34.500
725342132256,72534213225,2205746,,MUIR GLEN,MUIR GLEN SAUCE PASTA RSTD GARLIC,23.50,OZ,12,39.000,4.69,Natural Grocery,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,10.50,6.500,34.500
857082004224,85708200422,2205787,,AKENTON,AKENTON SUGAR NATURAL RAW,1.500,LB,12,37.080,4.49,Natural Grocery,GRANULATED LIQ,GRANULATED SUGAR CAN,SWEETENERS HONEY,NATURAL GROCERY,100,ACTIVE,0000019,9.00,5.500,18.000
857082004217,85708200421,2205789,,AKENTON,AKENTON SUGAR NATURAL RAW ORG,1.500,LB,12,62.400,7.49,Natural Grocery,GRANULATED LIQ,GRANULATED SUGAR CAN,SWEETENERS HONEY,NATURAL GROCERY,100,ACTIVE,0000019,9.00,5.500,18.000
840277001221,84027700122,2205790,,FLOW WATER,FLOW WATER WATER VITAMIN CHERRY ORG,16.90,FO,12,19.800,2.39,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000010,8.62,6.870,14.500
840277001207,84027700120,2205807,,FLOW WATER,FLOW WATER WATER VITAMIN CITRUS ORG,16.90,FO,12,19.800,2.39,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000010,8.62,6.870,14.500
840277001184,84027700118,2205808,,FLOW WATER,FLOW WATER WATER VITMN ORG ELDRBRRY,16.90,FO,12,19.800,2.39,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000010,8.62,6.870,14.500
047469079796,04746907979,2205830,,NATROL,NATROL MELATONIN MAX 10MG,80.00,PC,1,13.490,19.29,Herbs,CONDITION SPECI,SLEEP SUPPORT,CONDITION SPECIFIC SUPPLEMENT,VITAMINS MINERALS SUPPLEMENTS,100,ACTIVE,0000012,9.25,4.600,7.300
850032945240,85003294524,2205849,,ZYN,ZYN WATER FUNCT MIXED BERRY,12.00,FO,6,11.400,2.79,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000006,4.52,6.220,4.650
850032945226,85003294522,2205856,,ZYN,ZYN WATER FUNCT LEMON GINGER,12.00,FO,6,11.400,2.79,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000006,4.52,6.220,4.650
850032945257,85003294525,2205857,,ZYN,ZYN WATER FUNCT PMGRNTE CRAN,12.00,FO,6,11.400,2.79,Natural Grocery,NON CARBONATED,FUNCTIONAL,NON CARBONATED WATER,NATURAL GROCERY,100,ACTIVE,0000006,4.52,6.220,4.650
860006797416,86000679741,2205868,,ERITEA,ERITEA TEA LEMON SPICED RTD,16.00,FO,12,24.960,2.99,Natural Grocery,RTD TEA NON CAR,NON FUNCTIONAL,RTD TEA NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,9.00,9.000,14.300
810023590668,81002359066,2205878,,THE SAFE AND FA,THE SAFE AND FAIR FOOD CO GRANOLA CHO CHP CKI,12.00,OZ,6,30.300,7.29,Natural Grocery,COLD CEREAL,GRANOLA & MUESLI,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000007,8.00,11.000,5.250
860006797423,86000679742,2205942,,ERITEA,ERITEA TEA RASPBERRY SPICED RTD,16.00,FO,12,24.960,2.99,Natural Grocery,RTD TEA NON CAR,NON FUNCTIONAL,RTD TEA NON CARB,NATURAL GROCERY,100,ITEM DISCONTINUED BY KEHE,0000011,9.00,9.000,14.300
860006797409,86000679740,2205943,,ERITEA,ERITEA TEA ORIGINAL SPICED RTD,16.00,FO,12,24.960,2.99,Natural Grocery,RTD TEA NON CAR,NON FUNCTIONAL,RTD TEA NON CARB,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,9.00,9.000,14.300
013562001378,01356200137,2205973,,ANNIES HOMEGROW,ANNIES HOMEGROWN PASTA MAC CHSE AGD CHDR,8.040,OZ,6,42.000,10.09,Natural Grocery,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,8.56,13.120,5.360
013562001385,01356200138,2205974,,ANNIES HOMEGROW,ANNIES HOMEGROWN PASTA MAC N WHTE CHEDDAR,8.040,OZ,6,42.000,10.09,Natural Grocery,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,8.56,13.120,5.360
858234006820,85823400682,2206002,,FALKSALT,FALKSALT SALT FLAKES WILD GARLIC,2.470,OZ,8,26.000,4.69,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000012,6.00,2.250,1.900
858234006776,85823400677,2206004,,FALKSALT,FALKSALT SALT SEA CITRON FLAKES,2.470,OZ,8,26.000,4.69,Natural Grocery,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000012,6.00,2.250,1.900
